t,H_err,Max_Rho,CM_Left,CM_Right,Radiation,Phase_Shift_Left,Phase_Shift_Right
0.0,2.0834957150779048e-08,1.1009373704907979,-19.93131377908518,19.931313779083553,6.570312192089034e-06,0.0,0.0
0.2,8.35365405650756e-06,1.1015122996773647,-19.69676648784846,19.696766487846762,6.690065528780487e-06,0.0,0.0
0.4,1.6677941300593488e-05,1.1020631468945599,-19.462227244838825,19.462227244837038,6.67240563523297e-06,0.0,0.0
0.6,2.4984466639475653e-05,1.1028825041662622,-19.22770417009315,19.22770417009127,6.626399597586818e-06,0.0,0.0
0.8,3.3264197307431426e-05,1.104525201384975,-18.993205149580294,18.993205149578305,6.600869404627119e-06,0.0,0.0
1.0,4.1508429782717556e-05,1.1065427597876885,-18.75873777920203,18.758737779199944,6.41312477445144e-06,0.0,0.0
1.2,4.970890180940285e-05,1.1090530448981868,-18.524309341398858,18.524309341396663,6.499208714094706e-06,0.0,0.0
1.4000000000000001,5.785786236158405e-05,1.1128054340095326,-18.289926787888973,18.28992678788668,6.468474000098645e-06,0.0,0.0
1.6,6.59480855044325e-05,1.1171965746083405,-18.055596715900887,18.055596715898503,6.369637753467217e-06,0.0,0.0
1.8,7.397283503446303e-05,1.1219222276250764,-17.821325337493636,17.82132533749115,6.3326612612657485e-06,0.0,0.0
2.0,8.192580922126865e-05,1.12783650094773,-17.587118445029432,17.587118445026864,6.119932528969585e-06,0.0,0.0
2.2,8.980109654952023e-05,1.1339640563074707,-17.352981373900505,17.352981373897865,6.170286275364312e-06,-0.00037593792546886107,0.00037593792546886107
2.4,9.759315712376898e-05,1.1403981629509135,-17.11891896144012,17.11891896143742,6.125014048286026e-06,-0.0004556573615488446,0.0004556573615488446
2.6,0.00010529682577012336,1.1475104566029242,-16.8849355010426,16.88493550103985,5.964771054745022e-06,-0.0005427241944353511,0.0005427241944353511
2.8000000000000003,0.00011290732254339813,1.1542890899509475,-16.651034691702417,16.651034691699603,5.890807189379288e-06,-0.0006365471644080856,0.0006365471644080856
3.0,0.00012042026098574812,1.1618082221618198,-16.417219584821293,16.417219584818444,5.793064580039697e-06,-0.0007363284242849488,0.0007363284242849488
3.2,0.00012783165678121057,1.168935711259637,-16.183492531182594,16.183492531179702,5.5064459196785265e-06,-0.0008410463990067285,0.0008410463990067285
3.4,0.00013513794866666114,1.176119917646875,-15.9498551314968,15.949855131493877,5.3164354509860345e-06,-0.0009494432483432291,0.0009494432483432291
3.6,0.0001423360438645631,1.1832543236294744,-15.71630819383745,15.716308193834495,4.902756762126259e-06,-0.001060018600560042,0.001060018600560042
3.8000000000000003,0.0001494233896949932,1.1897793121108795,-15.482851700889146,15.482851700886162,4.603035087646923e-06,-0.001171030671283546,0.001171030671283546
4.0,0.0001563980627961613,1.1966302211167608,-15.249484789244475,15.249484789241464,4.219820217254977e-06,-0.0012805052409241569,0.0012805052409241569
4.2,0.00016325886796281813,1.2024973403094892,-15.016205742320473,15.016205742317442,3.3791177369568715e-06,-0.0007967877169843263,0.0007967877169843263
4.4,0.0001700054485783191,1.2085452017899923,-14.783011997770982,14.783011997767929,3.390346395626409e-06,-0.00017185342049330643,0.00017185342049330643
4.6000000000000005,0.0001766384136212898,1.2137971287827052,-14.549900169659692,14.549900169656624,3.412901771526755e-06,0.0005979949452932232,-0.0005979949452932232
4.8,0.00018315947494703812,1.2186042240986255,-14.316866084994832,14.316866084991767,3.4381593956300804e-06,0.0015141239804723483,-0.0015141239804723483
5.0,0.000189571566600192,1.2230993520530866,-14.083904833718794,14.083904833715728,3.474724191265821e-06,0.0025753970122384118,-0.0025753970122384118
5.2,0.00019587890394805565,1.2265239265700543,-13.85101083094706,13.851010830943997,3.5213669500322453e-06,0.003778020645368585,-0.003778020645368585
5.4,0.0002020869550060231,1.2301832264482129,-13.618177889883349,13.618177889880318,3.563367187764399e-06,0.00511543096350664,-0.00511543096350664
5.6000000000000005,0.00020820233238308947,1.2326489252380264,-13.385399303661309,13.38539930365831,3.60137196009358e-06,0.006578232851548904,-0.006578232851548904
5.8,0.00021423265172023712,1.2349460713405864,-13.152667934083377,13.152667934080416,3.6553175912779068e-06,0.008154200442122672,-0.008154200442122672
6.0,0.00022018642209902878,1.2365597126868972,-12.919976305247108,12.919976305244191,3.7000912521678586e-06,0.009828344025013536,-0.009828344025013536
6.2,0.00022607300265304876,1.2373852625641693,-12.687316699901853,12.687316699898973,3.7997395354594232e-06,0.01158304751725403,-0.01158304751725403
6.4,0.00023190260520336125,1.2381927053251705,-12.454681256503887,12.454681256501063,3.8927194897508954e-06,0.013398278251401052,-0.013398278251401052
6.6000000000000005,0.0002376863158841307,1.2378769340651354,-12.222062064860909,12.222062064858134,4.017599087413615e-06,0.015251867554640697,-0.015251867554640697
6.8,0.0002434360348328652,1.237671233068033,-11.989451258595947,11.989451258593206,4.28408109565126e-06,0.017119856462374017,-0.017119856462374017
7.0,0.00024916425278874584,1.2366907062517365,-11.756841103629084,11.75684110362638,4.504818850170622e-06,0.01897689656700763,-0.01897689656700763
7.2,0.00025488393250126004,1.2351854959352384,-11.524224079818529,11.524224079815852,4.93904995590988e-06,0.02079669597805811,-0.02079669597805811
7.4,0.0002606086625675759,1.2336545547686795,-11.291592953540373,11.291592953537714,5.258418656062247e-06,0.022552497464264576,-0.022552497464264576
7.6000000000000005,0.0002663525273551083,1.231174803560402,-11.058940844790069,11.058940844787418,5.609191544464487e-06,0.024217568817118007,-0.024217568817118007
7.8,0.0002721293481516829,1.2290114338262803,-10.826261287832615,10.826261287829961,6.259946778386372e-06,0.025765692607736312,-0.025765692607736312
8.0,0.0002779520019694608,1.2261910279996213,-10.593548279763873,10.593548279761201,6.6792420226891025e-06,0.027171647983552205,-0.027171647983552205
8.2,0.0002838325893665208,1.2230213277806246,-10.360796312895557,10.360796312892855,7.113512489720364e-06,0.028411673931699966,-0.028411673931699966
8.4,0.0002897833617048256,1.2199933660333382,-10.128000394727547,10.128000394724818,7.913249902791186e-06,0.029463894716210248,-0.029463894716210248
8.6,0.0002958177638990585,1.2162188233259377,-9.895156067967225,9.89515606796445,8.376759870420969e-06,0.030308683371590206,-0.030308683371590206
8.8,0.0003019508687030722,1.2128488866339222,-9.662259438237585,9.662259438234763,9.247562435588108e-06,0.030928953687258343,-0.030928953687258343
9.0,0.00030819866327628587,1.209078812715833,-9.429307204263582,9.429307204260716,9.718048382123534e-06,0.031310391313038366,-0.031310391313038366
9.200000000000001,0.0003145762299399493,1.2050102227760942,-9.19629666919864,9.19629666919573,1.0183610848479852e-05,0.031441649841070785,-0.031441649841070785
9.4,0.0003210956089822584,1.2013538767435197,-8.963225712346576,8.963225712343615,1.1094861215976692e-05,0.0313145247696891,-0.0313145247696891
9.6,0.0003277643745457583,1.1971398049643263,-8.730092722702754,8.730092722699744,1.1554907543342985e-05,0.030924082543656084,-0.030924082543656084
9.8,0.0003345854350417671,1.1932800182979975,-8.496896512009457,8.496896512006398,1.2502303325057085e-05,0.03026870637789081,-0.03026870637789081
10.0,0.00034155775907845616,1.1893568856288526,-8.263636226246652,8.263636226243543,1.2949853436361458e-05,0.029350031905288176,-0.029350031905288176
10.200000000000001,0.00034867725598768605,1.1850681979167612,-8.030311259492642,8.030311259489476,1.3407592957648262e-05,0.02817277525692674,-0.02817277525692674
10.4,0.0003559371486965524,1.1815326481562918,-7.796921167142771,7.796921167139548,1.4430441251822579e-05,0.026744467338637,-0.026744467338637
10.6,0.00036332766386853354,1.177588087412311,-7.56346558279258,7.563465582789297,1.490729991793227e-05,0.025075099602907436,-0.025075099602907436
10.8,0.00037083535229812803,1.1738492545253407,-7.329944157383195,7.329944157379845,1.539285986618122e-05,0.023176676168055188,-0.023176676168055188
11.0,0.00037844257855003204,1.1704221199187237,-7.09635654298084,7.096356542977422,1.657653287401306e-05,0.021062678469575324,-0.021062678469575324
11.200000000000001,0.00038612763817803884,1.1666609054346655,-6.8627024285200315,6.862702428516538,1.7202038904429173e-05,0.01874748301022411,-0.01874748301022411
